tweet_id,timestamp,source,text,rating_out_of_10,name,favorite_count,retweet_count,jpg_url,img_num,prediction1_breed,p1_confidence,prediction2_breed,p2_confidence,prediction3_breed,p3_confidence,stage_dog
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,Ralphus,18547,3181,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,Eskimo_dog,0.166511,malamute,0.111411,
888078434458587136,2017-07-21 01:02:36,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,Gerald,20454,3163,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,pug,0.000931908,bull_mastiff,0.000903211,
887705289381826560,2017-07-20 16:49:33,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,Jeffrey,28396,4916,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,redbone,0.0875815,Weimaraner,0.026236400000000003,
887517139158093824,2017-07-19 16:06:48,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,such,43567,10750,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,tow_truck,0.0291754,shopping_cart,0.0263208,
887473957103951883,2017-07-19 03:39:09,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,Canela,64580,16438,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,Rhodesian_ridgeback,0.05495,beagle,0.0389148,
887343217045368832,2017-07-19 00:47:34,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,,31615,9561,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,sea_lion,0.275645,Weimaraner,0.134203,
887101392804085760,2017-07-18 16:08:03,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,,28765,5445,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,Eskimo_dog,0.0350295,Staffordshire_bullterrier,0.029704700000000007,
886983233522544640,2017-07-18 00:07:08,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,Maya,32811,7007,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,toy_terrier,0.143528,can_opener,0.0322529,
886736880519319552,2017-07-17 16:17:36,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,Mingus,11258,2936,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,Great_Pyrenees,0.186136,Dandie_Dinmont,0.08634630000000001,
886680336477933568,2017-07-16 23:58:41,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,Derek,21107,4083,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,sports_car,0.139952,car_wheel,0.0441727,
886366144734445568,2017-07-16 20:14:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,Roscoe,19860,2892,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,Chihuahua,0.000361178,Boston_bull,7.55616e-05,pupper
886258384151887873,2017-07-15 23:25:31,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,Waffles,26292,5768,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,shower_cap,0.0252856,Siamese_cat,0.00284892,
885984800019947520,2017-07-15 16:51:35,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,Jimbo,30586,6132,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,Shih-Tzu,0.00663012,Bernese_mountain_dog,0.00623915,
885528943205470208,2017-07-15 16:17:19,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,Maisey,33759,5836,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,Labrador_retriever,0.265835,kuvasz,0.134697,
885311592912609280,2017-07-15 02:45:48,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,Lilly,0,16921,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,seat_belt,0.0570909,pug,0.0119335,
885167619883638784,2017-07-14 22:10:11,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,,20568,3993,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,Siberian_husky,0.0717125,Eskimo_dog,0.0557697,
884925521741709313,2017-07-13 15:58:47,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,Earl,72442,16526,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,American_Staffordshire_terrier,0.198451,Staffordshire_bullterrier,0.127725,
884876753390489601,2017-07-13 15:19:09,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,Lola,26164,5102,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,Norwich_terrier,0.106075,Norfolk_terrier,0.0373485,
884562892145688576,2017-07-13 01:35:06,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,Kevin,22818,4296,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,French_bulldog,0.404291,Brabancon_griffon,0.0440019,
884441805382717440,2017-07-12 16:03:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,,25445,5202,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,Cardigan,0.00321648,Chihuahua,0.00208089,
884162670584377345,2017-07-12 00:01:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,Yogi,19166,2736,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,malinois,0.199396,Norwegian_elkhound,0.0491476,doggo
883838122936631299,2017-07-11 20:47:12,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,Noah,20536,3141,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,miniature_pinscher,0.299603,kelpie,0.0630203,
883360690899218434,2017-07-10 15:58:53,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,Grizzwald,21302,3381,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,Tibetan_mastiff,0.00709872,Newfoundland,0.00214033,floofer
883117836046086144,2017-07-10 03:08:17,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,,34851,6063,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,Labrador_retriever,0.045947900000000014,kuvasz,0.00247094,
882992080364220416,2017-07-09 21:29:42,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,Rusty,22437,3558,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,Siberian_husky,0.406044,dingo,0.07341439999999999,
882762694511734784,2017-07-09 00:00:04,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,Gus,26558,4472,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,Chesapeake_Bay_retriever,0.074257,flat-coated_retriever,0.015579399999999997,pupper
882627270321602560,2017-07-08 00:28:19,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,Stanley,26301,5552,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,Chihuahua,0.251988,Cardigan,0.107699,
882268110199369728,2017-07-07 16:22:55,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,Alfy,42114,10573,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,Labrador_retriever,0.0989849,cocker_spaniel,0.0171995,
882045870035918850,2017-07-07 00:17:54,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,Koko,27529,4466,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,dhole,0.0173258,golden_retriever,0.00694063,
881906580714921986,2017-07-06 15:58:11,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,Rey,22854,3106,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,Chesapeake_Bay_retriever,0.278966,koala,0.12701700000000002,
881666595344535552,2017-07-06 00:46:41,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,Gary,47585,9761,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,Afghan_hound,0.25000300000000003,golden_retriever,0.16073900000000002,
881536004380872706,2017-07-05 15:48:34,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,,46460,14592,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,Angora,0.272066,Persian_cat,0.114854,pupper
881268444196462592,2017-07-04 16:01:23,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,Elliot,21836,4819,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,Indian_elephant,0.245646,ibex,0.0556607,
880935762899988482,2017-07-04 01:18:17,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,Louis,16046,2551,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,umbrella,0.115123,traffic_light,0.0695338,
880872448815771648,2017-07-03 16:04:48,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,,20000,3502,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,Norwich_terrier,0.0613929,Chihuahua,0.0337257,
880465832366813184,2017-07-03 00:11:11,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,Bella,26773,5685,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,Labrador_retriever,0.0263286,cocker_spaniel,0.00937082,
880221127280381952,2017-07-02 21:58:53,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,Jesse,25342,3809,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,meerkat,0.104256,clumber,0.0525803,
880095782870896641,2017-07-02 15:32:16,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,,25957,3972,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,Rhodesian_ridgeback,0.106395,beagle,0.106073,
879862464715927552,2017-07-01 21:49:04,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,Romeo,21028,3203,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,beagle,0.146654,cocker_spaniel,0.00948502,
879492040517615616,2017-06-30 23:47:07,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,Bailey,22067,2912,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,vizsla,0.124353,bath_towel,0.0733202,
879415818425184262,2017-06-30 19:35:32,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,Duddles,99383,40654,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,Boston_bull,0.134967,Cardigan,0.110481,
879376492567855104,2017-06-29 16:39:47,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,Jack,15789,2862,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,Labrador_retriever,0.0334961,Pembroke,0.0188266,
879050749262655488,2017-06-29 00:27:25,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,Steven,21179,4295,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,window_screen,0.169123,Egyptian_cat,0.132932,
879008229531029506,2017-06-28 16:09:20,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,Beau,17864,2458,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,miniature_pinscher,0.00943065,American_Staffordshire_terrier,0.0087113,
878776093423087618,2017-06-28 00:42:13,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,Snoopy,18204,3743,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,whippet,0.15048699999999998,Ibizan_hound,0.0397246,puppo
878281511006478336,2017-06-27 12:14:36,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,Shadow,7272,1179,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,collie,0.215975,Appenzeller,0.12850699999999998,
878057613040115712,2017-06-27 00:10:17,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,Emmy,39605,6229,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,Boston_bull,0.07879939999999999,toy_terrier,0.0152434,
877736472329191424,2017-06-26 19:07:24,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,Aja,74623,17368,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,Labrador_retriever,0.0620342,Weimaraner,0.0405991,
877611172832227328,2017-06-26 16:31:08,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,,0,73,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,Irish_setter,0.364729,golden_retriever,0.202907,Irish_terrier,0.107473,pupper
877556246731214848,2017-06-26 00:13:58,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,Penny,21361,3493,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,Welsh_springer_spaniel,0.00193621,bathtub,0.000467919,
877316821321428993,2017-06-25 18:56:45,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,Dante,25778,4769,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,Italian_greyhound,0.0904973,golden_retriever,0.0794058,
877201837425926144,2017-06-25 16:07:47,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,Nelly,25496,5120,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,Cardigan,0.0686982,basenji,8.17379e-05,
876838120628539392,2017-06-25 00:45:22,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,Ginger,19479,3057,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,redbone,0.24097,Tibetan_mastiff,0.08893480000000001,pupper
876484053909872640,2017-06-24 13:24:20,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,Benedict,17668,2176,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,Irish_terrier,0.0373542,chow,0.016723599999999998,
876120275196170240,2017-06-24 00:09:53,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,Venti,26344,4289,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,Saint_Bernard,0.346312,Greater_Swiss_Mountain_dog,0.0949327,
875747767867523072,2017-06-23 18:17:33,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,Goose,23694,3918,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,Chesapeake_Bay_retriever,0.179975,vizsla,0.0046176,
875144289856114688,2017-06-23 16:00:04,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,Nugget,20638,4511,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,Pembroke,0.223716,dingo,0.160753,
